500,FALSE
1000,FALSE
1500,FALSE
2000,FALSE
2500,FALSE
3000,TRUE
3500,TRUE
4000,TRUE
4500,TRUE
5000,TRUE
5500,TRUE
6000,TRUE
6500,TRUE
7000,TRUE
7500,TRUE
8000,TRUE
8500,TRUE
9000,TRUE
9500,TRUE
10000,TRUE
500,FALSE
1000,FALSE
1500,FALSE
2000,FALSE
2500,FALSE
3000,TRUE
3500,TRUE
4000,TRUE
4500,TRUE
5000,TRUE
5500,TRUE
6000,TRUE
6500,TRUE
7000,TRUE
7500,TRUE
8000,TRUE
8500,TRUE
9000,TRUE
9500,TRUE
10000,TRUE
500,FALSE
1000,FALSE
1500,FALSE
2000,FALSE
2500,FALSE
3000,TRUE
3500,TRUE
4000,TRUE
4500,TRUE
5000,TRUE
5500,TRUE
6000,TRUE
6500,TRUE
7000,TRUE
7500,TRUE
8000,TRUE
8500,TRUE
9000,TRUE
9500,TRUE
10000,TRUE
500,FALSE
1000,FALSE
1500,FALSE
2000,FALSE
2500,FALSE
3000,TRUE
3500,FALSE
4000,FALSE
4500,FALSE
5000,FALSE
5500,TRUE
6000,FALSE
6500,FALSE
7000,TRUE
7500,TRUE
8000,TRUE
8500,TRUE
9000,TRUE
9500,FALSE
10000,TRUE
500,FALSE
1000,FALSE
1500,FALSE
2000,FALSE
2500,FALSE
3000,TRUE
3500,TRUE
4000,TRUE
4500,TRUE
5000,TRUE
5500,TRUE
6000,TRUE
6500,TRUE
7000,TRUE
7500,TRUE
8000,TRUE
8500,TRUE
9000,TRUE
9500,TRUE
10000,TRUE
500,FALSE
1000,FALSE
1500,FALSE
2000,FALSE
2500,FALSE
3000,FALSE
3500,FALSE
4000,FALSE
4500,FALSE
5000,TRUE
5500,TRUE
6000,TRUE
6500,TRUE
7000,TRUE
7500,TRUE
8000,TRUE
8500,TRUE
9000,TRUE
9500,TRUE
10000,TRUE
500,FALSE
1000,FALSE
1500,FALSE
2000,FALSE
2500,FALSE
3000,TRUE
3500,TRUE
4000,TRUE
4500,TRUE
5000,TRUE
5500,TRUE
6000,TRUE
6500,TRUE
7000,TRUE
7500,TRUE
8000,TRUE
8500,FALSE
9000,TRUE
9500,FALSE
10000,FALSE
500,FALSE
1000,FALSE
1500,FALSE
2000,FALSE
2500,FALSE
3000,TRUE
3500,TRUE
4000,TRUE
4500,TRUE
5000,TRUE
5500,TRUE
6000,TRUE
6500,TRUE
7000,TRUE
7500,TRUE
8000,TRUE
8500,TRUE
9000,TRUE
9500,TRUE
10000,TRUE
500,FALSE
1000,FALSE
1500,FALSE
2000,FALSE
2500,FALSE
3000,TRUE
3500,TRUE
4000,TRUE
4500,TRUE
5000,TRUE
5500,TRUE
6000,TRUE
6500,TRUE
7000,TRUE
7500,TRUE
8000,TRUE
8500,TRUE
9000,TRUE
9500,TRUE
10000,TRUE
500,FALSE
1000,FALSE
1500,FALSE
2000,FALSE
2500,FALSE
3000,TRUE
3500,TRUE
4000,TRUE
4500,TRUE
5000,TRUE
5500,TRUE
6000,TRUE
6500,TRUE
7000,TRUE
7500,TRUE
8000,TRUE
8500,TRUE
9000,TRUE
9500,TRUE
10000,TRUE
